token,tag
කළේ,O
තමන්,O
ජනපති,O
වූ,O
වහාම,O
රුසියා,B-EVENT
-,I-EVENT
යුක්රේන,I-EVENT
යුද්ධය,I-EVENT
අවසන්,O
කරන,O
බවයි,O
හදිසියේ,O
ඇතිවූ,O
අසනීප,O
තත්ත්වයක්,O
හේතුවෙන්,O
රෝමයේ,B-LOC
ජෙමෙලි,B-ORG
රෝහලට,I-ORG
ඇතුළත්,O
කළ,O
ශුද්ධෝත්තම,B-PER
ෆ්‍රැන්සිස්,I-PER
පාප්,I-PER
වහන්සේ,I-PER
තවදුරටත්,O
එහි,O
නේවාසිකව,O
ප්‍රතිකාර,O
ලබයි,O
88,O
හැවිරිදි,O
පාප්,O
වහන්සේ,O
ශ්වසන,O
පද්ධතිය,O
ආශ්‍රිත,O
ආසාදනයකට,O
ප්‍රතිකාර,O
ලබා,O
ගැනීම,O
සඳහා,O
රෝහල්ගත,O
කළ,O
බව,O
විදෙස්,B-ORG
වාර්තාවල,I-ORG
සඳහන්,O
ය,O
ඉදිරි,O
දින,O
තුනේදි,O
උන්වහන්සේ,O
සැලසුම්,O
කර,O
තිබූ,O
සියලුම,O
ගමන්,O
හා,O
වැඩසටහන්,O
අවලංගු,O
කිරීමට,O
පියවර,O
ගෙන,O
තිබේ,O
ශුද්ධෝත්තම,B-PER
ෆ්‍රැන්සිස්,I-PER
පාප්,I-PER
වහන්සේගේ,I-PER
තත්ත්වය,O
බරපතළ,O
නොවන,O
බව,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කරයි,O
ඉන්දියාවේ,B-LOC
නවදිල්ලි,B-LOC
දුම්රිය,I-LOC
ස්ථානයේ,I-LOC
සිදුවූ,O
තෙරපීමකින්,B-EVENT
පුද්ගලයින්,O
18,O
දෙනෙකු,O
මියගොස්,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ඉන්,O
තවත්,O
පුද්ගලයින්,O
10,O
දෙනෙකු,O
තුවාල,O
ලබා,O
ඇති,O
බවයි,O
මිය,O
ගිය,O
අය,O
අතරට,O
ළමුන්,O
4,O
දෙනෙකු,O
සහ,O
කාන්තාවන්,O
11,O
දෙනෙකු,O
ඇතුළත්,O
එලෙස,O
අනතුරට,B-EVENT
ලක්ව,O
ඇත්තේ,O
මහා,B-EVENT
කුම්භමේලා,I-EVENT
උත්සවයට,I-EVENT
සහභාගිවීමට,O
නවදිල්ලි,B-LOC
දුම්රිය,I-LOC
ස්ථානයට,I-LOC
පැමිණි,O
පිරිසකි,O
ඒ,O
ඔවුන්,O
එම,O
උත්සවයට,B-EVENT
සහභාගිවීම,O
සඳහා,O
පිටත්වීමට,O
නියමිතව,O
තිබූ,O
දුම්රිය,O
දෙකක්,O
ප්‍රමාද,O
වීම,O
හේතුවෙන්,O
සිදුවීම,B-EVENT
සම්බන්ධයෙන්,O
ශෝකය,O
පළ,O
කරමින්,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයා,O
සඳහන්,O
කළේ,O
ඒ,O
පිළිබඳ,O
පරීක්ෂණයක්,B-EVENT
පවත්වන්නැයි,O
දුම්රිය,B-ORG
දෙපාර්තමේන්තුවට,I-ORG
උපදෙස්,O
දුන්,O
බවයි,O
ඉන්දියාවේ,B-LOC
මහා,B-EVENT
කුම්භමේලා,I-EVENT
උත්සවය,I-EVENT
මෙවර,O
පැවැත්වෙන්නේ,O
වසර,O
144,O
කට,O
පසුවයි,O
දින,O
45,O
ක්,O
පුරා,O
ගංගා,B-LOC
යමුනා,B-LOC
සරස්වතී,B-LOC
සහ,O
ගෝදාවරි,B-LOC
යන,O
ප්‍රධාන,O
ගංගා,O
ආශ්‍රිතව,O
එය,O
පැවැත්වේ,O
එම,O
ගංගාවලින්,O
ස්නානය,O
කිරීමේ,O
චාරිත්‍රය,B-EVENT
ඉටු,O
කිරීමෙන්,O
පව්,O
සේදීයන,O
බව,O
බැතිමතුන්ගේ,O
විශ්වාසයයි,O
දෛනිකව,O
ඒ,O
සඳහා,O
එක්වන,O
පිරිස,O
මිලියන,O
400,O
ඉක්මවයි,O
ශුද්ධොත්තම,B-PER
ෆැන්සිස්,I-PER
හිමිපාණන්,I-PER
අසාධ්‍ය,O
තත්ත්වයේ,O
පසුවන,O
බව,O
වතිකානය,B-LOC
පවසයි,O
පසුගිය,O
14,O
වැනිදා,O
ශුද්ධෝත්තම,B-PER
හිමිපාණන්,I-PER
රෝහල්ගත,O
කෙරුණේ,O
ශ්වසන,O
අපහසුතාවක්,O
හේතුවෙනි,O
අතිරේක,O
ඔක්සිජන්,O
ලබාදීම,O
අඛණ්ඩව,O
සිදු,O
කරන,O
බව,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
ය,O
ඊට,O
අමතරව,O
රුධිර,O
පාරවිලන,O
ක්‍රියාවලිය,O
ද,O
සිදුවේ,O
වයස,O
අවුරුදු,O
21,O
දී,O
පෙනහළු,O
ආබාධයකට,O
ගොදුරුවීමත්,O
සමග,O
ශුද්ධෝත්තම,B-PER
පියතුමන්ට,I-PER
වරින්,O
වර,O
ශ්වසන,O
අපහසුතා,O
ඇති,O
විය,O
අසාධ්‍ය,O
තත්ත්වයෙන්,O
මුදාගැනීම,O
සඳහා,O
අවශ්‍ය,O
සියලු,O
ප්‍රතිකාර,O
සිදුකෙරන,O
බව,O
වතිකානය,B-LOC
පවසයි,O
මේ,O
වන,O
විට,O
ශුද්ධෝත්තම,B-PER
හිමිපාණන්ගේ,I-PER
වයස,O
අවුරුදු,O
88,O
ක්,O
තමන්,O
එක්දින,B-EVENT
ජාත්‍යන්තර,I-EVENT
ක්‍රිකට්,I-EVENT
පිටියෙන්,I-EVENT
විශ්‍රාම,O
නොගන්නා,O
බව,O
ඉන්දීය,B-LOC
ක්‍රිකට්,O
නායක,O
රෝහිත්,B-PER
ශර්මා,I-PER
පවසයි,O
ඔහු,O
මේ,O
බව,O
සඳහන්,O
කළේ,O
3වැනි,B-EVENT
වරටත්,I-EVENT
ශූරයන්ගේ,I-EVENT
කුසලාන,I-EVENT
ක්‍රිකට්,I-EVENT
තරගාවලිය,I-EVENT
ජය,O
ගැනීමෙන්,O
අනතුරුව,O
පැවති,O
මාධ්‍ය,B-EVENT
හමුවේදී,I-EVENT
ය,O
රෝහිත්,B-PER
ශර්මා,I-PER
-,O
නායක,O
ඉන්දීය,B-ORG
ක්‍රිකට්,I-ORG
කණ්ඩායම,I-ORG
'',O
තවත්,O
දෙයක්,O
මම,O
මේ,O
ආකෘතියෙන්,O
විශ්‍රාම,O
ගන්නෙ,O
නැහැ,O
මම,O
මේක,O
කියන්නේ,O
ඒ,O
ගැන,O
කටකතා,O
පැතිරෙන,O
එක,O
නවත්තන්න,O
ඉදිරියට,O
යමු,O
බ්‍රිතාන්‍ය,B-LOC
වෙරළට,O
ඔබ්බෙන්,O
වූ,O
උතුරු,B-LOC
මුහුදේ,I-LOC
භාණ්ඩ,O
ප්‍රවාහන,O
නෞකාවක්,O
තෙල්,O
ප්‍රවාහන,O
නැවක,O
ගැටීමෙන්,B-EVENT
තිස්,O
හත්,O
දෙනෙකු,O
තුවාල,O
ලබා,O
තිබේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
අනතුරත්,B-EVENT
සමග,O
තෙල්,O
නැවේ,O
ගින්නක්,B-EVENT
හටගෙන,O
ඇති,O
අතර,O
තෙල්,B-EVENT
කාන්දුවක්ද,I-EVENT
සිදුව,O
ඇති,O
බවයි,O
මේ,O
වන,O
විට,O
ගුවන්,O
යානයක්,O
හෙලිකොප්ටරයක්,O
සහ,O
ජීවිතාරක්ෂක,O
බෝට්ටු,O
පැමිණ,O
ගින්න,B-EVENT
නිවා,O
දැමීමටත්,O
මුදවා,O
ගැනීමටත්,O
කටයුතු,O
කරමින්,O
ඇතැයි,O
වාර්තා,O
වේ,O
විදෙස්,B-ORG
මාධ්‍ය,I-ORG
වාර්තා,O
කළේ,O
අමරිකානු,B-LOC
ධජය,O
සහිත,O
තෙල්,O
නෞකාවක්,O
සහ,O
පෘතුගීසි,B-LOC
ධජය,O
සහිත,O
බහාලුම්,O
නෞකාවක්,O
එකිනෙක,O
ගැටී,B-EVENT
ඇති,O
බවයි,O
හයිලන්ඩ්,B-ORG
යෝගට්,O
සහ,O
දියර,O
කිරි,O
මිල,O
අද,O
සිට,O
පහළ,O
දමා,O
තිබේ,O
යෝගට්,O
එකක,O
මිල,O
රුපියල්,O
10,O
කින්,O
අඩු,O
කර,O
ඇති,O
අතර,O
එහි,O
නව,O
මිල,O
රුපියල්,O
70,O
කි,O
මිලිලීටර්,O
450,O
කල්,O
තබා,O
ගැනීමේ,O
දියර,O
කිරි,O
පැකට්ටුවක්,O
රුපියල්,O
25,O
කින්,O
පහළ,O
දමා,O
ඇති,O
අතර,O
එහි,O
නව,O
මිල,O
රුපියල්,O
200,O
ක්,O
වෙයි,O
මිලිලීටර්,O
900,O
කල්තබා,O
ගැනීමේ,O
දියර,O
කිරි,O
පැකට්ටුවක,O
මිල,O
අඩු,O
කර,O
ඇත්තේ,O
රුපියල්,O
60,O
කින්,O
ය,O
එහි,O
නව,O
මිල,O
රුපියල්,O
380,O
කි,O
මිල්කෝ,B-ORG
සමාගම,I-ORG
පැවසුවේ,O
මිලිලිටර්,O
450,O
දින,O
තුනක,O
දියර,O
කිරි,O
පැකට්ටුවක්,O
රුපියල්,O
30,O
කින්,O
පහළ,O
දමා,O
ඇති,O
බවයි,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
ලබන,O
8,O
වැනිදා,O
දක්වා,O
යළි,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කර,O
තිබේ,O
ඒ,O
අද,O
පෙරවරුවේ,O
කොළඹ,B-ORG
මහෙස්ත්‍රාත්,I-ORG
අධිකරණය,I-ORG
වෙත,O
ඉදිරිපත්,O
කිරීමෙන්,O
අනතුරුවයි,O
ඌව,B-LOC
පළාත්,I-LOC
ප්‍රධාන,O
අමාත්‍යවරයාව,O
සිටියදී,O
සිදු,O
කළ,O
බව,O
කියන,O
මූල්‍ය,B-EVENT
දූෂණ,I-EVENT
චෝදනා,I-EVENT
සම්බන්ධයෙන්,O
අල්ලස්,B-ORG
කොමිසම,I-ORG
අත්අඩංගුට,O
ගත්,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
චාමර,B-PER
සම්පත්,I-PER
දසනායක,I-PER
මහතා,O
අද,O
දක්වා,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කිරීමට,O
කොළඹ,B-ORG
ප්‍රධාන,I-ORG
මහේස්ත්‍රාත්,I-ORG
තනූජා,B-PER
ලක්මාලි,I-PER
මහත්මිය,O
පසුගිය,O
27,O
වැනිදා,O
නියෝග,O
කළා,O
ය,O
එහිදී,O
ඔහුට,O
එරෙහිව,O
මූල්‍ය,B-EVENT
දූෂණ,I-EVENT
චෝදනා,I-EVENT
තුනක්,O
යටතේ,O
නඩු,O
තුනක්,O
සලකා,O
බැලුණු,O
අතර,O
ඉන්,O
නඩු,O
2කට,O
ඇප,O
ලබා,O
දෙමින්,O
එක්,O
නඩුවකට,O
පමණක්,O
ඔහුව,O
රක්ෂිත,O
බන්ධනාගාර,O
ගත,O
කිරීමට,O
මහේස්ත්‍රාත්වරිය,O
එදින,O
නියෝග,O
කළා,O
ය,O
නාමයෝජනා,O
ප්‍රතික්ෂේප,O
කළ,O
පළාත්,O
පාලන,O
ආයතන,O
කිහිපයක,O
ඡන්ද,B-EVENT
විමසීමට,I-EVENT
අදාළ,O
ඉදිරි,O
කටයුතු,O
සිදුකිරීම,O
හෙට,O
දින,O
තෙක්,O
අත්හිටුවන්නැයි,O
අභියාචනාධිකරණය,B-ORG
අද,O
නියෝග,O
කළේ,O
ය,O
ඒ,O
ඒ,O
සම්බන්ධයෙන්,O
ගොනු,O
කර,O
ඇති,O
පෙත්සම්,O
සලකා,O
බැලූ,O
අවස්ථාවේදී,O
ය,O
අභියාචනාධිකරණ,B-ORG
වැඩ,I-ORG
බලන,I-ORG
සභාපති,O
මොහොමඩ්,B-PER
ලෆාර්,I-PER
තාහීර්,I-PER
සහ,O
කේ.පී.,B-PER
ප්‍රනාන්දු,I-PER
යන,O
මහත්වරුන්ගෙන්,O
සමන්විත,O
අභියාචනාධිකරණ,B-ORG
විනිසුරු,I-ORG
මඩුල්ල,I-ORG
විසින්,O
අදාළ,O
තේරීම්,O
භාර,O
නිලධාරීන්ට,O
එම,O
නියෝගය,O
නිකුත්,O
කළේ,O
ය,O
සිය,O
නාමයෝජනා,O
පත්‍ර,O
ප්‍රතික්ෂේප,O
කිරීමට,O
එරෙහිව,O
කොළඹ,B-ORG
මහ,I-ORG
නගර,I-ORG
සභාව,I-ORG
වෙනුවෙන්,O
එක්සත්,B-ORG
ජනතා,I-ORG
නිදහස්,I-ORG
සන්ධානය,I-ORG
ඇතුළු,O
විවිධ,O
පළාත්,O
පාලන,O
ආයතන,O
සඳහා,O
දේශපාලන,O
පක්ෂ,O
හා,O
ස්වාධීන,O
කණ්ඩායම්,O
විසින්,O
එම,O
පෙත්සම්,O
ඉදිරිපත්,O
කර,O
තිබුණි,O
නව,O
වාහන,O
ලියාපදංචි,O
කිරීමේ,O
දී,O
ආදායම්,O
බදු,O
ගෙවීම,O
සඳහා,O
ලියාපදිංචි,O
වී,O
ඇති,O
බව,O
විධිමත්,O
දිව්රුම්,O
ප්‍රකාශයක්,O
මගින්,O
තහවුරු,O
කිරීම,O
අනිවාර්ය,O
කරමින්,O
මෝටර්,B-ORG
රථ,I-ORG
ප්‍රවාහන,I-ORG
දෙපාර්තමේන්තුව,I-ORG
විසින්,O
නිවේදනයක්,O
නිකුත්,O
කර,O
තිබේ,O
ඒ,O
අනුව,O
යතුරුපැදි,O
අත්ට්‍රැක්ටර්,O
ට්‍රැක්ටර්,O
ට්‍රැක්ටර්,O
ටේලර්,O
සහ,O
ත්‍රීරෝද,O
රථ,O
හැර,O
සියලුම,O
නව,O
මෝටර්,O
වාහන,O
ලියාපදිංචියේදී,O
අයිතිකරුගේ,O
බදු,O
ගෙවන්නන්ගේ,O
අනන්‍යතා,O
අංකය,O
සහ,O
තහවුරු,O
කිරීමට,O
විධිමත්,O
දිවුරුම්,O
ප්‍රකාශයක්,O
ලබන,O
15,O
වැනිදා,O
සිට,O
ඉදිරිපත්,O
කිරීම,O
අනිවාර්ය,O
කර,O
තිබේ,O
උත්සව,O
සමය,O
වෙනුවෙන්,O
කොළඹ,B-LOC
නගරයේ,O
ආරක්ෂාව,O
තරකර,O
ඇතැයි,O
පොලිසිය,B-ORG
පවසයි,O
පොලිසිය,B-ORG
පැවසුවේ,O
කොළඹ,B-LOC
නගරයේ,O
ආරක්ෂාව,O
සඳහා,O
නිලධාරින්,O
6000ක්,O
යොදවන,O
බවයි,O
පොලිසියට,B-ORG
අමතරව,O
යුද,B-ORG
හමුදාව,I-ORG
සහ,O
පොලිස්,B-ORG
විශේෂ,I-ORG
කාර්ය,I-ORG
බලකායද,I-ORG
ආරක්ෂාව,O
සදහා,O
යෙදවනු,O
ඇත,O
යුද,B-ORG
හමුදාව,I-ORG
මාර්ග,O
බාධක,O
රාජකාරි,O
කටයුතු,O
සඳහා,O
යෙදවීමට,O
නියමිත,O
අතර,O
පොලිසිය,B-ORG
සිවිල්,O
ඇදුමින්,O
සහ,O
ගිනි,O
අවි,O
අතැතිව,O
ආරක්ෂක,O
කටයුකු,O
ස﻿ඳහා,O
යෙදවීමට,O
නියමිතව,O
තිබේ,O
එසේම,O
බුද්ධි,O
තොරතුරු,O
එක්,O
රැස්,O
කිරිම,O
සදහා,O
බුද්ධි,O
නිලධාරින්ද,O
යොදවනු,O
ඇත,O
අස්වැසුම,B-EVENT
පොරොත්තු,O
ලේඛනයේ,O
සිටින,O
පවුල්,O
වෙනුවෙන්,O
සහන,O
මිලකට,O
ආහාර,O
පැකේජයක්,O
ලබා,O
දීමේ,O
වැඩපිළිවෙළ,B-EVENT
අද(01),O
සිට,O
ඇරඹේ,O
ඒ,O
අනුව,O
අද(01),O
සිට,O
ලබන(13),O
වැනිදා,O
දක්වා,O
රුපියල්,O
5,000ක,O
වටිනාකමකින්,O
යුත්,O
අත්‍යාවශ්‍ය,O
ආහාර,O
ද්‍රව්‍ය,O
ඇතුළත්,O
පැකේජය,O
50%ක,O
වට්ටමකට,O
එනම්,O
රුපියල්,O
2,500ක,O
